210.2097;198.0533;0.0000;9.6216;477307.2188
210.1802;198.0829;0.0000;30.9374;477316.2188
210.1723;198.0829;0.0000;56.1817;477325.2188
210.1427;198.0829;0.0000;73.5780;477334.2188
209.1882;198.0829;0.0953;83.6428;477345.8125
209.1484;198.0670;0.0000;94.4541;477354.7500
209.1700;198.0670;0.0000;98.2917;477363.8125
209.1621;198.0454;0.0000;99.0168;477372.7812
209.1621;198.0454;0.0953;100.4048;477381.8125
209.1541;198.0533;0.0000;96.7359;477390.7188
208.2211;198.0238;0.0000;93.7854;477399.8125
208.2211;198.0238;0.0000;70.1119;477408.8125
205.3335;199.9784;0.0000;133.2347;477571.8438
200.4914;201.9035;0.0000;61.3804;478004.3438
200.4914;200.9409;0.0953;112.5586;478013.3438
200.4914;200.9409;0.0000;156.8628;478022.3750
200.4993;200.9705;0.0000;196.0408;478031.3125
200.4993;200.9705;0.0000;221.3914;478040.3438
200.4698;200.9705;0.0953;250.5546;478049.3438
200.5492;200.9682;0.0000;268.9767;478063.0000
199.5788;200.9682;0.0000;281.0288;478071.9688
199.5708;200.9682;0.0000;295.0129;478080.9688
199.5708;200.9682;0.0000;295.5819;478090.0000
199.5708;200.9682;0.0000;292.7333;478098.9375
199.5708;200.9682;0.0000;291.6146;478107.9688
199.5708;200.9682;0.0000;288.3664;478116.9688
199.5413;201.9308;0.0000;284.0705;478126.0312
199.5413;201.9308;0.0000;283.4713;478134.9688
199.5413;202.8933;0.0000;274.2003;478143.9688
198.5788;202.8933;0.0000;274.4013;478153.0312
198.5788;203.8558;0.0000;275.3741;478162.0312
198.5788;203.8558;0.0953;270.6783;478170.9688
198.5708;203.8558;11.5504;272.6488;478180.0000
198.5708;203.8638;0.0000;272.6409;478189.0312
198.5708;203.8638;0.0000;271.6976;478197.9375
198.5708;203.8638;0.0000;274.4241;478206.9688
198.5946;202.9228;0.0000;273.5909;478216.1562
198.5629;202.9387;0.3543;274.8747;478225.1562
198.5629;202.9682;0.0000;277.8440;478234.0938
198.5629;202.9682;0.3543;277.0597;478243.1250
198.5254;202.0057;0.0000;281.0642;478252.1562
198.5254;202.0352;0.0000;287.7826;478261.1562
198.5254;202.0352;0.0000;285.8927;478270.1250
199.4879;202.0352;0.0000;289.7065;478279.1250
199.4879;202.0352;0.0000;290.6305;478288.1562
199.4879;202.0352;0.0000;287.7351;478297.1250
199.4879;202.0352;0.0000;288.9385;478306.1250
199.4959;202.9977;0.0000;288.4496;478315.1562
199.4959;202.9977;0.0000;288.0026;478324.1562
199.4959;202.9977;0.0000;292.2115;478333.1250
199.4959;202.9977;0.0000;288.7621;478342.1250
199.4959;202.9977;0.0000;290.1164;478351.1562
199.4879;202.9977;0.0000;293.1968;478360.1562
199.4584;203.9898;0.0000;288.5703;478369.1250
199.4584;203.9898;0.0000;290.6577;478378.1562
199.4584;203.9898;11.5504;293.5078;478387.1875
199.4584;203.9898;0.0000;287.7043;478396.1562
199.4584;203.9898;0.0000;291.5306;478405.0938
199.4584;203.9977;0.0000;290.5227;478414.1875
200.4209;203.9977;0.0000;290.5602;478423.1562
200.4209;203.9977;0.0000;293.4716;478432.1250
200.4209;203.9977;0.0000;292.6215;478441.0938
200.4209;203.0352;0.0000;295.8372;478450.1562
200.4209;203.0057;0.0000;303.8099;478459.1562
201.3835;203.0057;0.0000;302.1811;478468.0938
201.3835;203.0057;0.0000;307.2628;478477.1562
201.3755;203.0057;0.0953;310.2299;478486.1562
201.3755;202.9841;0.0000;309.4036;478495.0938
201.3755;202.0216;0.0000;316.1787;478504.1250
201.4050;202.0591;0.0000;317.1333;478513.1562
201.4050;203.0216;0.0000;316.2673;478522.1562
201.4050;203.0295;0.1907;319.2299;478531.1250
201.4050;203.0000;0.0953;317.3184;478540.1250
202.3596;203.0000;0.0953;318.4149;478549.1562
202.3892;203.0000;0.0953;321.3025;478558.1875
202.3892;203.0000;0.0000;316.6443;478567.1250
202.3892;203.0000;0.0000;320.6783;478576.2188
203.3517;202.9705;0.0000;323.7248;478585.1562
203.3438;202.0159;0.0000;321.0449;478594.1562
203.3733;202.0159;0.0953;326.0256;478603.1250
204.3358;202.0159;0.0000;325.1403;478612.1562
204.3063;201.0533;0.0000;325.2981;478621.1875
204.3063;201.0238;0.0000;327.2845;478630.1250
205.2688;201.0238;0.0953;327.3003;478639.0938
205.2688;200.0613;0.0000;329.3219;478648.1875
205.2688;200.0613;0.0000;334.1562;478657.1562
205.2688;200.0318;0.0000;331.3435;478666.0938
205.2688;200.0318;0.0000;337.1323;478675.2188
205.2688;199.0692;0.0953;344.7440;478684.1562
205.2983;199.0692;0.0000;343.7599;478693.1562
205.2983;199.0397;0.0000;349.5589;478702.1562
205.2983;199.0397;0.0953;352.4170;478711.1562
205.3279;199.0397;0.0000;353.4646;478720.1562
206.2904;199.0397;0.0000;360.2739;478729.1562
206.3199;198.0477;0.0000;362.2647;478738.1875
206.3199;198.0477;0.0953;364.3362;478747.1562
206.3494;198.0477;0.0000;368.2521;478756.1875
206.3494;197.0772;0.0000;365.4497;478765.1875
206.3574;197.0477;0.0000;369.4065;478774.1562
206.3574;197.0477;0.0000;376.1385;478783.1562
206.3574;197.0477;0.0000;374.3713;478792.2188
206.3653;197.0397;0.0000;379.4417;478801.1562
206.3653;196.0772;0.0000;381.5246;478810.1562
206.3733;196.0397;0.0000;382.7018;478819.1562
206.3812;195.0772;0.0000;387.6405;478828.1562
206.3812;194.1067;0.0000;390.6620;478837.1562
207.3517;194.1067;0.0000;396.7029;478846.1562
207.3222;193.1362;0.0000;406.6235;478855.2188
207.3301;193.1362;0.0000;410.7473;478864.1562
206.3755;192.1658;0.0000;419.5872;478873.1562
206.3755;192.1658;0.0000;429.2580;478882.1875
206.3835;192.1578;0.0000;429.2954;478891.2188
205.4289;192.1578;0.0000;435.1001;478900.1562
205.4289;192.1578;0.0000;440.8265;478909.1875
205.4289;192.1499;0.0000;437.9570;478918.1562
204.4663;191.1873;0.0000;443.7697;478927.1562
204.4743;191.1873;0.0000;442.8014;478936.1562
204.4743;191.1794;0.0000;441.8843;478945.1562
204.4743;190.2169;0.0000;444.7583;478954.2188
204.4743;190.2169;0.0000;441.9377;478963.1562
204.4743;190.2169;0.0000;443.9910;478972.1562
203.5117;190.2169;0.0000;446.9104;478981.1562
203.4822;189.2543;0.0000;442.2045;478990.2500
203.4822;189.2543;0.0000;445.2124;478999.1875
202.5197;188.2839;0.0000;445.1340;479008.2188
202.4902;188.2839;0.0000;442.3804;479017.1562
202.4902;187.3213;0.0000;446.2465;479026.1875
202.4607;186.3588;0.0000;445.3157;479035.1562
202.4607;186.3588;0.0000;444.4202;479044.1562
201.4686;185.3963;0.0000;448.2782;479053.2188
201.4606;185.3588;0.0000;446.3452;479062.1562
201.4606;185.3588;0.0000;448.3589;479071.1562
200.4981;185.3588;0.0000;451.2169;479081.0938
200.4981;184.3883;0.0000;445.5087;479090.1250
199.5061;184.3588;0.0000;448.4258;479099.1562
