214.4504;198.1880;0.0000;7.7493;743485.2500
214.4504;198.1880;0.0000;27.7464;743494.3125
214.3877;198.1880;0.0000;51.1793;743503.3125
214.3877;198.1880;0.0000;67.1138;743512.2500
213.5131;198.1880;0.7522;76.9257;743541.5625
213.1997;198.0627;0.0000;89.9315;743550.5625
213.1370;198.0627;0.0000;94.7464;743559.6250
213.0743;198.1254;0.0000;96.3732;743568.6250
213.0743;198.1254;0.7522;98.4359;743577.6250
213.0116;198.1880;0.0000;95.7493;743586.6250
212.0743;198.1880;0.0000;93.9373;743595.6250
212.0743;198.1880;0.0000;72.3790;743604.6250
209.2623;200.0627;0.0000;133.6152;743763.5625
204.5757;201.9373;0.0000;61.4388;744185.0000
204.5757;201.0000;0.7522;109.0511;744194.0000
204.5757;201.0000;0.0000;149.7261;744203.0625
204.6384;201.0000;0.0000;186.9681;744211.9375
204.6384;201.0000;0.0000;211.3384;744220.9375
204.6384;201.0000;0.7522;239.3952;744230.0000
205.2652;200.7493;0.0000;257.3297;744275.6250
204.2652;200.7493;0.0000;270.2072;744284.6875
204.2025;200.7493;0.0000;284.0818;744293.6875
204.2025;200.7493;0.0000;284.1445;744302.6875
204.2025;200.7493;0.0000;280.1445;744311.6875
204.2025;200.7493;0.0000;277.6431;744320.6250
204.2025;200.7493;0.0000;273.5177;744329.6875
204.2025;201.6866;0.0000;268.0163;744338.6875
204.2025;201.6866;0.0000;266.4521;744347.6875
204.2025;202.6239;0.0000;257.0789;744356.6875
203.2652;202.6239;0.0000;257.2670;744365.6250
203.2652;203.5612;0.0000;258.5177;744374.6875
203.2652;203.5612;0.7522;254.5206;744383.6875
203.2025;203.5612;11.2478;256.5206;744392.6875
203.2025;203.6239;0.0000;256.4579;744401.6250
203.2025;203.6239;0.0000;255.2072;744410.6250
203.2025;203.6239;0.0000;256.5148;744419.6875
203.3906;202.6239;0.0000;256.8311;744429.8125
203.1399;202.7493;0.0000;259.8369;744438.8125
203.1399;202.7493;0.0000;263.5264;744447.8125
203.1399;202.7493;0.0000;263.5293;744456.8125
203.0772;201.8120;0.0000;268.0308;744465.8125
203.0772;201.8120;0.0000;274.9054;744474.8750
203.0772;201.8120;0.0000;272.8427;744483.8750
204.0145;201.8120;0.0000;275.8398;744492.8750
204.0145;201.8120;0.0000;275.7742;744501.8750
204.0145;201.8120;0.0000;271.2699;744510.8750
204.0145;201.8120;0.0000;271.0789;744519.8750
204.0772;202.7493;0.0000;269.4521;744528.8125
204.0772;202.7493;0.0000;268.3894;744537.8125
204.0772;202.7493;0.0000;272.6402;744546.8125
204.0772;202.7493;0.0000;269.9565;744555.8125
204.0772;202.7493;0.0000;272.5862;744564.8125
204.0145;202.7493;0.0000;277.1532;744573.8750
204.0145;203.6866;0.0000;273.4695;744582.8750
204.0145;203.6866;0.0000;276.1590;744591.9375
204.0145;203.6866;11.2478;278.9083;744600.8750
204.0145;203.6866;0.0000;272.5949;744609.8750
204.0145;203.6866;0.0000;276.1561;744618.8750
204.0145;203.7493;0.0000;275.0934;744627.8125
204.9518;203.7493;0.0000;275.1561;744636.9375
204.9518;203.7493;0.0000;278.1561;744645.8125
204.9518;203.7493;0.0000;277.4069;744654.8125
204.9518;202.8120;0.0000;281.4098;744663.8125
204.9518;202.8120;0.0000;289.6605;744672.8750
205.8891;202.8120;0.0000;288.7260;744681.8750
