202.0000;203.0000;0.0000;9.0000;6382422.5000
202.0000;203.0000;0.0000;53.0000;6382429.0000
202.0000;203.0000;0.0000;77.0000;6382436.0000
202.0000;203.0000;0.0000;104.0000;6382443.0000
202.0000;203.0000;0.0000;149.0000;6382450.0000
202.0000;203.0000;0.0000;194.0000;6382457.5000
202.0000;203.0000;0.0000;234.0000;6382464.0000
202.0000;203.0000;0.0000;267.0000;6382471.5000
202.0000;203.0000;0.0000;292.0000;6382478.0000
202.0000;203.0000;0.0000;325.0000;6382485.5000
202.0000;203.0000;0.0000;353.0000;6382492.0000
202.0000;203.0000;0.0000;376.0000;6382499.0000
202.0000;203.0000;0.0000;399.0000;6382506.0000
202.0000;203.0000;0.0000;419.0000;6382513.0000
201.0000;203.0000;0.0000;437.0000;6382520.5000
201.0000;203.0000;0.0000;456.0000;6382527.0000
201.0000;203.0000;0.0000;465.0000;6382534.5000
201.0000;203.0000;0.0000;477.0000;6382541.0000
201.0000;203.0000;0.0000;486.0000;6382549.5000
201.0000;203.0000;0.0000;488.0000;6382556.0000
201.0000;203.0000;0.0000;495.0000;6382563.0000
201.0000;203.0000;0.0000;497.0000;6382570.0000
201.0000;203.0000;0.0000;497.0000;6382577.0000
201.0000;203.0000;0.0000;501.0000;6382584.5000
201.0000;203.0000;0.0000;503.0000;6382591.0000
201.0000;203.0000;0.0000;503.0000;6382598.5000
201.0000;202.0000;0.0000;507.0000;6382605.0000
201.0000;202.0000;0.0000;507.0000;6382612.5000
202.0000;202.0000;0.0000;511.0000;6382619.0000
202.0000;202.0000;0.0000;518.0000;6382626.0000
202.0000;202.0000;0.0000;519.0000;6382633.0000
202.0000;202.0000;0.0000;525.0000;6382640.0000
202.0000;202.0000;0.0000;529.0000;6382647.5000
202.0000;202.0000;0.0000;528.0000;6382654.0000
202.0000;202.0000;0.0000;532.0000;6382661.5000
202.0000;202.0000;0.0000;532.0000;6382668.0000
202.0000;202.0000;0.0000;531.0000;6382675.5000
202.0000;202.0000;0.0000;533.0000;6382682.0000
202.0000;202.0000;0.0000;531.0000;6382689.0000
202.0000;202.0000;0.0000;531.0000;6382696.0000
202.0000;202.0000;0.0000;534.0001;6382703.0000
202.0000;202.0000;0.0000;531.0000;6382710.5000
202.0000;202.0000;0.0000;533.0000;6382717.0000
202.0000;202.0000;0.0000;535.0001;6382724.5000
202.0000;202.0000;0.0000;532.0000;6382732.0000
202.0000;202.0000;0.0000;535.0001;6382739.5000
202.0000;202.0000;0.0000;536.0000;6382746.0000
202.0000;202.0000;0.0000;535.0001;6382753.5000
202.0000;202.0000;0.0000;540.0000;6382760.0000
203.0000;202.0000;0.0000;540.0000;6382767.0000
203.0000;202.0000;0.0000;543.0001;6382774.5000
203.0000;202.0000;0.0000;548.0000;6382781.0000
203.0000;202.0000;0.0000;547.0000;6382788.5000
203.0000;202.0000;0.0000;550.0000;6382795.0000
203.0000;202.0000;0.0000;555.0000;6382802.5000
203.0000;202.0000;0.0000;552.0001;6382809.0000
